0.00,0.55,1.09,1.64,2.19,2.75,3.31,3.87,4.45,5.02,5.61,6.20,6.81,7.42,8.05,8.68,9.33,9.98,10.65,11.34,12.03,12.74,13.46,14.19,14.94,15.69,16.46,17.23,18.02,18.81,19.60,20.40,21.20,21.99,22.78,23.56,24.33,25.08,25.80,26.50,27.16,27.78,28.35,28.86,29.32,29.71,30.02,30.26,30.42,30.50,30.50,30.41,30.24,29.99,29.67,29.27,28.81,28.28,27.70,27.08,26.41,25.71,24.98,24.23,23.46,22.68,21.89,21.09,20.29,19.49,18.70,17.91,17.13,16.35,15.59,14.84,14.10,13.37,12.65,11.95,11.26,10.58,9.91,9.26,8.61,7.98,7.36,6.75,6.15,5.56,4.98,4.41,3.84,3.28,2.73,2.18,1.63,1.08,0.54,0.00,
0.00,0.57,1.15,1.72,2.30,2.88,3.47,4.06,4.66,5.27,5.88,6.51,7.14,7.79,8.44,9.11,9.79,10.49,11.19,11.91,12.65,13.39,14.16,14.93,15.72,16.52,17.34,18.16,19.00,19.84,20.69,21.55,22.41,23.27,24.12,24.97,25.80,26.61,27.41,28.17,28.90,29.58,30.21,30.78,31.29,31.72,32.07,32.34,32.52,32.61,32.60,32.51,32.32,32.04,31.67,31.23,30.72,30.14,29.50,28.81,28.08,27.31,26.51,25.69,24.85,24.01,23.15,22.29,21.43,20.58,19.73,18.88,18.05,17.23,16.42,15.62,14.83,14.06,13.30,12.56,11.83,11.11,10.41,9.72,9.04,8.38,7.73,7.09,6.46,5.84,5.23,4.62,4.03,3.44,2.86,2.28,1.71,1.14,0.57,0.00,
0.00,0.60,1.20,1.80,2.40,3.01,3.63,4.25,4.88,5.51,6.16,6.81,7.47,8.15,8.84,9.54,10.25,10.98,11.73,12.49,13.26,14.05,14.85,15.67,16.51,17.36,18.22,19.10,19.98,20.89,21.79,22.71,23.63,24.56,25.48,26.39,27.30,28.19,29.05,29.89,30.69,31.44,32.14,32.78,33.34,33.82,34.22,34.52,34.72,34.82,34.81,34.70,34.49,34.18,33.77,33.28,32.71,32.06,31.36,30.59,29.79,28.95,28.07,27.18,26.27,25.35,24.43,23.51,22.59,21.67,20.76,19.86,18.98,18.10,17.24,16.39,15.56,14.75,13.95,13.16,12.39,11.64,10.90,10.18,9.47,8.77,8.09,7.41,6.75,6.11,5.47,4.84,4.21,3.60,2.99,2.38,1.79,1.19,0.59,0.00,
0.00,0.62,1.25,1.88,2.51,3.14,3.78,4.43,5.09,5.75,6.42,7.11,7.80,8.51,9.23,9.96,10.71,11.48,12.26,13.05,13.87,14.70,15.54,16.41,17.29,18.19,19.10,20.03,20.97,21.93,22.90,23.88,24.87,25.86,26.85,27.84,28.83,29.79,30.74,31.66,32.54,33.37,34.15,34.86,35.48,36.03,36.47,36.81,37.03,37.14,37.14,37.01,36.78,36.43,35.97,35.42,34.78,34.06,33.28,32.44,31.55,30.62,29.67,28.70,27.71,26.72,25.73,24.73,23.75,22.77,21.80,20.84,19.90,18.97,18.06,17.17,16.29,15.43,14.59,13.76,12.96,12.17,11.39,10.63,9.89,9.16,8.44,7.74,7.05,6.37,5.70,5.05,4.40,3.75,3.12,2.49,1.86,1.24,0.62,0.00,
0.00,0.65,1.30,1.95,2.61,3.27,3.94,4.61,5.30,5.99,6.69,7.40,8.13,8.87,9.62,10.38,11.17,11.97,12.78,13.62,14.47,15.34,16.23,17.14,18.07,19.01,19.98,20.96,21.96,22.98,24.01,25.06,26.11,27.18,28.25,29.32,30.38,31.43,32.47,33.48,34.45,35.37,36.23,37.02,37.73,38.34,38.83,39.21,39.47,39.59,39.59,39.45,39.18,38.79,38.28,37.66,36.94,36.14,35.27,34.33,33.35,32.34,31.30,30.24,29.17,28.10,27.03,25.97,24.91,23.87,22.84,21.82,20.82,19.84,18.88,17.94,17.02,16.11,15.23,14.36,13.51,12.69,11.87,11.08,10.30,9.54,8.79,8.06,7.34,6.63,5.94,5.25,4.58,3.91,3.25,2.59,1.94,1.29,0.64,0.00,
0.00,0.67,1.35,2.03,2.71,3.40,4.09,4.79,5.50,6.22,6.95,7.69,8.45,9.22,10.00,10.80,11.62,12.45,13.30,14.17,15.07,15.98,16.91,17.86,18.84,19.83,20.85,21.89,22.95,24.03,25.12,26.23,27.36,28.50,29.65,30.80,31.96,33.10,34.23,35.34,36.42,37.44,38.40,39.29,40.08,40.76,41.33,41.76,42.05,42.19,42.18,42.02,41.72,41.28,40.70,40.00,39.20,38.30,37.33,36.29,35.21,34.09,32.96,31.81,30.65,29.49,28.34,27.20,26.08,24.97,23.87,22.80,21.74,20.71,19.70,18.70,17.73,16.79,15.86,14.95,14.07,13.20,12.35,11.52,10.71,9.92,9.14,8.38,7.63,6.89,6.17,5.46,4.75,4.06,3.37,2.69,2.01,1.34,0.67,0.00,
0.00,0.70,1.40,2.10,2.81,3.52,4.24,4.97,5.70,6.45,7.21,7.98,8.76,9.56,10.37,11.21,12.06,12.93,13.81,14.72,15.65,16.61,17.58,18.58,19.60,20.65,21.72,22.81,23.93,25.07,26.23,27.41,28.61,29.83,31.06,32.31,33.55,34.80,36.04,37.26,38.44,39.58,40.66,41.66,42.55,43.33,43.96,44.45,44.78,44.94,44.93,44.76,44.41,43.91,43.26,42.47,41.56,40.55,39.46,38.31,37.11,35.88,34.64,33.39,32.14,30.89,29.66,28.44,27.24,26.06,24.90,23.77,22.66,21.57,20.50,19.46,18.44,17.45,16.48,15.54,14.61,13.71,12.82,11.96,11.12,10.29,9.48,8.69,7.91,7.15,6.40,5.66,4.93,4.21,3.49,2.79,2.09,1.39,0.69,0.00,
0.00,0.72,1.45,2.18,2.91,3.64,4.39,5.14,5.90,6.67,7.46,8.26,9.07,9.90,10.74,11.61,12.49,13.39,14.32,15.26,16.23,17.23,18.24,19.29,20.36,21.45,22.57,23.72,24.90,26.10,27.33,28.58,29.86,31.16,32.48,33.82,35.16,36.52,37.87,39.21,40.53,41.80,43.01,44.14,45.15,46.03,46.76,47.31,47.69,47.87,47.86,47.66,47.27,46.70,45.96,45.06,44.03,42.89,41.66,40.38,39.05,37.70,36.34,34.99,33.63,32.30,30.98,29.68,28.40,27.15,25.93,24.73,23.56,22.41,21.30,20.21,19.14,18.11,17.10,16.11,15.15,14.21,13.29,12.39,11.51,10.66,9.82,9.00,8.19,7.40,6.62,5.85,5.10,4.35,3.61,2.88,2.16,1.44,0.72,0.00,
0.00,0.75,1.49,2.25,3.00,3.76,4.53,5.31,6.10,6.89,7.70,8.53,9.37,10.23,11.10,12.00,12.91,13.85,14.81,15.79,16.80,17.83,18.89,19.98,21.10,22.24,23.42,24.62,25.86,27.12,28.42,29.74,31.10,32.48,33.89,35.33,36.78,38.25,39.73,41.20,42.66,44.09,45.46,46.74,47.90,48.91,49.74,50.37,50.79,51.00,50.99,50.77,50.33,49.68,48.83,47.80,46.62,45.32,43.94,42.50,41.03,39.55,38.06,36.59,35.13,33.69,32.28,30.90,29.55,28.23,26.94,25.68,24.45,23.25,22.08,20.94,19.83,18.75,17.70,16.67,15.67,14.69,13.74,12.81,11.90,11.01,10.15,9.29,8.46,7.64,6.84,6.04,5.26,4.49,3.73,2.98,2.23,1.48,0.74,0.00,
0.00,0.77,1.54,2.31,3.09,3.88,4.67,5.47,6.28,7.11,7.94,8.80,9.67,10.55,11.46,12.38,13.33,14.30,15.29,16.31,17.36,18.43,19.53,20.66,21.82,23.02,24.24,25.50,26.80,28.13,29.49,30.89,32.32,33.79,35.29,36.83,38.40,39.99,41.60,43.22,44.85,46.45,48.00,49.46,50.80,51.97,52.92,53.64,54.12,54.35,54.35,54.09,53.60,52.86,51.88,50.70,49.34,47.85,46.28,44.67,43.03,41.40,39.78,38.18,36.61,35.08,33.58,32.11,30.68,29.29,27.93,26.61,25.32,24.07,22.85,21.66,20.51,19.38,18.29,17.22,16.18,15.17,14.18,13.22,12.28,11.36,10.47,9.59,8.72,7.88,7.05,6.23,5.43,4.63,3.85,3.07,2.30,1.53,0.76,0.00,
0.00,0.79,1.59,2.38,3.18,3.99,4.81,5.63,6.47,7.32,8.18,9.06,9.95,10.87,11.80,12.75,13.73,14.73,15.76,16.82,17.90,19.01,20.15,21.33,22.53,23.78,25.05,26.37,27.72,29.11,30.54,32.01,33.52,35.08,36.67,38.31,40.00,41.72,43.47,45.26,47.06,48.86,50.63,52.33,53.89,55.25,56.35,57.17,57.70,57.96,57.95,57.67,57.12,56.28,55.16,53.77,52.19,50.47,48.68,46.86,45.04,43.25,41.49,39.76,38.08,36.44,34.85,33.30,31.79,30.32,28.90,27.52,26.17,24.87,23.60,22.36,21.16,20.00,18.86,17.76,16.68,15.64,14.62,13.62,12.65,11.70,10.78,9.87,8.98,8.11,7.25,6.41,5.58,4.77,3.96,3.16,2.36,1.57,0.79,0.00,
0.00,0.81,1.63,2.45,3.27,4.10,4.94,5.78,6.64,7.52,8.40,9.31,10.23,11.17,12.13,13.11,14.12,15.16,16.22,17.30,18.42,19.57,20.76,21.97,23.22,24.51,25.84,27.21,28.62,30.07,31.56,33.11,34.70,36.34,38.03,39.77,41.57,43.42,45.33,47.28,49.29,51.32,53.35,55.33,57.18,58.80,60.07,60.98,61.56,61.83,61.83,61.53,60.93,60.00,58.70,57.06,55.18,53.17,51.11,49.06,47.05,45.08,43.17,41.31,39.51,37.77,36.09,34.45,32.87,31.33,29.85,28.40,27.00,25.64,24.32,23.04,21.80,20.59,19.42,18.28,17.17,16.09,15.03,14.01,13.01,12.03,11.08,10.14,9.23,8.33,7.45,6.59,5.74,4.90,4.06,3.24,2.43,1.61,0.81,0.00,
0.00,0.83,1.67,2.51,3.35,4.20,5.06,5.93,6.82,7.71,8.62,9.55,10.50,11.46,12.45,13.46,14.50,15.56,16.66,17.78,18.93,20.12,21.34,22.60,23.89,25.23,26.60,28.02,29.48,30.99,32.55,34.17,35.83,37.55,39.34,41.18,43.10,45.08,47.14,49.28,51.49,53.78,56.12,58.47,60.72,62.69,64.15,65.13,65.73,66.00,65.99,65.70,65.09,64.09,62.60,60.59,58.31,55.92,53.55,51.24,49.01,46.86,44.80,42.81,40.90,39.06,37.29,35.57,33.91,32.31,30.76,29.26,27.80,26.40,25.03,23.70,22.42,21.17,19.96,18.78,17.64,16.52,15.44,14.38,13.35,12.35,11.37,10.41,9.47,8.55,7.65,6.76,5.88,5.02,4.17,3.32,2.49,1.66,0.83,0.00,
0.00,0.85,1.71,2.57,3.43,4.30,5.18,6.08,6.98,7.90,8.83,9.78,10.75,11.74,12.76,13.80,14.86,15.96,17.08,18.23,19.42,20.64,21.90,23.20,24.53,25.91,27.33,28.80,30.32,31.89,33.51,35.19,36.93,38.73,40.60,42.54,44.57,46.68,48.89,51.20,53.64,56.20,58.90,61.72,64.55,67.10,68.72,69.68,70.22,70.45,70.45,70.20,69.65,68.66,67.01,64.42,61.53,58.67,55.94,53.35,50.90,48.58,46.36,44.26,42.24,40.30,38.44,36.65,34.92,33.25,31.64,30.08,28.58,27.12,25.71,24.34,23.01,21.73,20.48,19.26,18.09,16.94,15.83,14.74,13.69,12.65,11.65,10.66,9.70,8.76,7.83,6.92,6.03,5.14,4.27,3.40,2.55,1.69,0.85,0.00,
